what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86_64",1411883223747
ws,sysinfo,,,"gtk",1411883223747
locale,sysinfo,,,"en_US",1411883223747
processors,sysinfo,,,"4",1411883223747
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1411883223747
java.runtime.version,sysinfo,,,"1.7.0_65-b32",1411883223747
java.specification.name,sysinfo,,,"Java Platform API Specification",1411883223747
java.specification.vendor,sysinfo,,,"Oracle Corporation",1411883223747
java.specification.version,sysinfo,,,"1.7",1411883223747
java.vendor,sysinfo,,,"Oracle Corporation",1411883223747
java.version,sysinfo,,,"1.7.0_65",1411883223747
java.vm.info,sysinfo,,,"mixed mode",1411883223747
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1411883223747
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1411883223747
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1411883223747
java.vm.specification.version,sysinfo,,,"1.7",1411883223747
java.vm.vendor,sysinfo,,,"Oracle Corporation",1411883223747
java.vm.version,sysinfo,,,"24.65-b04",1411883223747
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1411883223877
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1411883223901
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1411883223919
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1411883224065
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1411883224082
error,log,,,"invalid value id",1411883225025
error,log,,,"Orphaned CDT build configuration [de.innot.avreclipse.configuration.app.debug.1338385468]: parent extension cfg [de.innot.avreclipse.configuration.app.debug] not found",1411883225027
error,log,,,"invalid value id",1411883225089
error,log,,,"Orphaned CDT build configuration [de.innot.avreclipse.configuration.app.release.741815399]: parent extension cfg [de.innot.avreclipse.configuration.app.release] not found",1411883225089
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1411883225281
error,log,,,"Orphaned CDT build configuration [cdt.managedbuild.config.gnu.cross.exe.debug.1468519045]: parent extension cfg [cdt.managedbuild.config.gnu.cross.exe.debug] not found",1411883226394
error,log,,,"Orphaned CDT build configuration [cdt.managedbuild.config.gnu.cross.exe.release.1923236141]: parent extension cfg [cdt.managedbuild.config.gnu.cross.exe.release] not found",1411883226441
error,log,,,"Orphaned CDT build configuration [cdt.managedbuild.config.gnu.cross.exe.debug.1503109465]: parent extension cfg [cdt.managedbuild.config.gnu.cross.exe.debug] not found",1411883227666
error,log,,,"Orphaned CDT build configuration [cdt.managedbuild.config.gnu.cross.exe.release.2129117784]: parent extension cfg [cdt.managedbuild.config.gnu.cross.exe.release] not found",1411883227704
error,log,,,"Orphaned CDT build configuration [cdt.managedbuild.config.gnu.cross.exe.debug.191445093]: parent extension cfg [cdt.managedbuild.config.gnu.cross.exe.debug] not found",1411883228184
error,log,,,"Orphaned CDT build configuration [cdt.managedbuild.config.gnu.cross.exe.release.1823014083]: parent extension cfg [cdt.managedbuild.config.gnu.cross.exe.release] not found",1411883228216
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411883228288
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411883235429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411883236515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411883938652
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411883940199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411884207699
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411884208756
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411884214644
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411884214721
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411884215849
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411885673282
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411885674131
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1411885676517
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411885676611
